#Time	TRACK	real x	real y	relative x	relative y		
#Edge							
0	0	-0.204723937	7.811371617	1.453928732	3.102576732		
0.008333333	0	-1.556205274	7.861623567	1.454452797	3.401954733		
0.016666667	0	-3.479186288	7.733067079	0.221130893	3.577610766		
0.025	0	-5.007901425	7.410954597	-0.387595645	3.583899038		
0.033333333	0	-6.312099635	6.991550507	-0.982191291	3.473030325		
0.041666667	0	-7.661076742	6.41142368	-1.560755935	3.237730335		
0.05	0	-8.899425623	5.749586201	-2.056900586	2.965667094		
0.058333333	0	-10.24408738	4.763303802	-2.593411107	2.496282835		
0.066666667	0	-11.50810298	3.641595387	-3.034931226	1.941789588		
0.075	0	-12.62678916	2.377401	-3.378520258	1.289941556		
0.083333333	0	-13.5788826	1.115001672	-3.623134929	0.630210133		
0.091666667	0	-14.27654833	-0.061129078	-3.596950985	0.102334734		
0.1	0	-14.88788405	-1.302738236	-3.55491062	-0.508508439		
0.108333333	0	-15.42456331	-2.702545239	-3.376806647	-1.175897885		
0.116666667	0	-15.89335288	-4.203966175	-3.168196125	-1.817915804		
0.125	0	-16.19401152	-5.692444913	-2.729495931	-2.355232471		
0.133333333	0	-16.38323617	-7.07438489	-2.211379551	-2.811946477		
0.141666667	0	-16.46280403	-8.281164567	-1.739095218	-3.179125457		
0.15	0	-16.45687768	-9.369722547	-1.198217542	-3.421860821		
0.158333333	0	-16.39691618	-10.57991073	-0.535036409	-3.585240109		
0.166666667	0	-16.32947293	-11.72759079	0.092115589	-3.569151216		
0.175	0	-16.18285175	-12.8888544	0.800246524	-3.53406135		
0.183333333	0	-16.03675367	-13.92222682	1.42911888	-3.353761776		
0.191666667	0	-15.91255482	-14.7239407	1.97231701	-2.993432339		
0.2	0	-15.78112233	-15.46839131	2.454949656	-2.604410676		
0.208333333	0	-15.78180258	-16.19179294	2.844134244	-2.102127278		
0.216666667	0	-15.74243103	-17.03538619	3.171885448	-1.588516419		
0.225	0	-15.73815053	-17.88015762	3.467485286	-0.97375084		
0.233333333	0	-15.83363063	-18.65371052	3.592664694	-0.32594947		
0.241666667	0	-16.00719909	-19.38497765	3.580374461	0.288284368		
0.25	0	-16.1849331	-20.09971435	3.488126397	0.878564958		
0.258333333	0	-16.40340425	-20.84921356	3.320003023	1.51163764		
0.266666667	0	-16.74845635	-21.80078273	2.998070808	1.95860834		
0.275	0	-17.15309182	-22.86794414	2.53459728	2.488878962		
0.283333333	0	-17.54935494	-23.98809329	2.025359806	2.942637953		
0.291666667	0	-18.00088888	-25.15164917	1.486949747	3.19355141		
0.3	0	-18.36443831	-26.34589771	0.990087452	3.332791839		
0.308333333	0	-18.76030258	-27.53036562	0.391859972	3.48336084		
0.316666667	0	-19.16053568	-29.05176531	-0.23461785	3.442919422		
0.325	0	-19.57002738	-30.86428609	-0.955611954	3.266833172		
0.333333333	0	-19.85558473	-32.7023087	-1.583844996	3.074950217		
0.341666667	0	-20.05104309	-34.58314984	-2.088355658	2.634035018		
0.35	0	-20.14257959	-36.41012634	-2.485283748	2.215578938		
0.358333333	0	-20.16574611	-38.08060189	-2.884274618	1.924789789		
0.366666667	0	-20.11614047	-40.13941686	-3.235282823	1.359038978		
0.375	0	-19.88735847	-42.41858293	-3.470270923	0.711232304		
0.383333333	0	-19.54015638	-44.77614721	-3.579393301	0.041881123		
0.391666667	0	-19.01176719	-46.9208165	-3.558053317	-0.594057058		
0.4	0	-18.46700961	-48.99606268	-3.421263468	-1.255632189		
0.408333333	0	-17.81792768	-50.93195279	-3.243470461	-1.748352605		
0.416666667	0	-17.00748266	-52.9453713	-2.96393746	-2.228228646		
0.425	0	-15.96704104	-55.14856037	-2.517549788	-2.766852504		
0.433333333	0	-14.81157454	-57.29295119	-1.939254129	-3.157058608		
0.441666667	0	-13.64621199	-59.1166083	-1.408595937	-3.436417436		
0.45	0	-12.66202115	-60.65545945	-0.945136243	-3.509260068		
0.458333333	0	-11.60386227	-62.10734943	-0.405987171	-3.507701407		
0.466666667	0	-10.31246024	-63.75391277	0.298502979	-3.543816763		
0.475	0	-9.001231339	-65.36984704	0.930096216	-3.450616715		
0.483333333	0	-7.598489166	-66.88871841	1.60776192	-3.199028033		
0.491666667	0	-6.444099127	-68.20776672	2.120654735	-2.923052938		
0.5	0	-5.430099266	-69.26024827	2.4677776	-2.454373875		
0.508333333	0	-4.474593559	-70.26815197	2.842762975	-1.979309148		
0.516666667	0	-3.564629292	-71.37854558	2.991535837	-1.476095983		
0.525	0	-2.395944745	-72.64758707	3.431227386	-0.962908472		
0.533333333	0	-1.503873678	-73.74364805	3.516882773	-0.228849163		
0.541666667	0	-0.764141245	-74.85028233	3.547962297	0.364341409		
0.55	0	-0.199838232	-75.81774533	3.357733366	0.926881298		
0.558333333	0	0.279275346	-76.8537391	3.018743836	1.529802323		
0.566666667	0	0.822027278	-78.00489655	2.950098108	1.934540067		
0.575	0	1.215676734	-79.37440891	2.502984869	2.409187552		
0.583333333	0	1.641202893	-80.77250021	2.056267771	2.789583794		
0.591666667	0	1.917198282	-82.34885125	1.501185268	3.05680751		
0.6	0	2.19612888	-83.92041328	1.047490771	3.006447574		
0.608333333	0	2.364224389	-85.24004165	0.492948922	3.211646047		
0.616666667	0	2.626675877	-86.86432435	-0.019856107	3.197142255		
0.625	0	2.910275572	-88.95751109	-0.64137533	2.959599976		
0.633333333	0	3.199457517	-91.04202868	-1.277056946	2.718623242		
0.641666667	0	3.574964604	-93.08108087	-1.814691206	2.441824927		
0.65	0	3.950255251	-95.00245762	-2.128941396	1.992507606		
0.658333333	0	4.301397191	-96.80842075	-2.566853302	1.681151163		
0.666666667	0	4.831243789	-98.85132742	-2.900223921	1.29539713		
0.675	0	5.446017085	-101.2807563	-3.214575482	0.74029133		
0.683333333	0	6.230521405	-103.7389087	-3.329661078	0.121106428		
0.691666667	0	7.044501173	-105.9998793	-3.421261458	-0.415517826		
0.7	0	7.909026356	-108.1749561	-3.298069435	-1.167185389		
0.708333333	0	8.655115441	-109.9044974	-3.289172501	-1.423629462		
0.716666667	0	9.870705925	-112.2538059	-2.932602239	-2.122301429		
0.725	0	11.05318198	-114.5664254	-2.660957748	-2.602345524		
0.733333333	0	12.45384828	-116.905612	-2.205753913	-3.057161272		
							
							
#Centre				vx	vy	ax	ay
0	1	-1.658652669	4.708794885				
0.008333333	1	-3.010658071	4.459668835				
0.016666667	1	-3.70031718	4.155456314				
0.025	1	-4.620305781	3.827055559	-1.036774474	-0.384975156		
0.033333333	1	-5.329908344	3.518520181	-0.928003641	-0.438529574		
0.041666667	1	-6.100320807	3.173693345	-0.954570916	-0.491130103		
0.05	1	-6.842525037	2.783919106	-0.925592624	-0.547919223	2.7736959	-6.613092496
0.058333333	1	-7.650676276	2.267020967	-0.925167865	-0.606745729	0.971751284	-6.404081812
0.066666667	1	-8.473171758	1.6998058	-0.915855307	-0.667431431	2.083478344	-6.520822628
0.075	1	-9.248268901	1.087459444	-0.898089679	-0.715629781	1.646865724	-6.740303084
0.083333333	1	-9.955747668	0.484791538	-0.879416077	-0.758733664	1.638921528	-6.854005232
0.091666667	1	-10.67959734	-0.163463812	-0.850396998	-0.817171234	2.140660252	-6.405672564
0.1	1	-11.33297343	-0.794229797	-0.843249338	-0.884934377	2.259046732	-6.301932108
0.108333333	1	-12.04775666	-1.526647354	-0.843221788	-0.94944599	2.331829056	-6.697419792
0.116666667	1	-12.72515675	-2.386050371	-0.808822294	-0.98771506	2.222212888	-6.746132116
0.125	1	-13.46451559	-3.337212442	-0.785137342	-1.030726386	2.790656036	-6.371634896
0.133333333	1	-14.17185661	-4.262438413	-0.762824624	-1.093604654	3.688372008	-6.235186704
0.141666667	1	-14.72370881	-5.10203911	-0.739286354	-1.15447784	3.5317938	-6.759575808
0.15	1	-15.25866014	-5.947861727	-0.703716536	-1.203516122	3.79309944	-7.049947892
0.158333333	1	-15.86187978	-6.994670623	-0.658803188	-1.261205325	4.20026432	-6.507887072
0.166666667	1	-16.42158852	-8.158439571	-0.632232604	-1.32569385	4.81481524	-6.064163996
0.175	1	-16.98309827	-9.354793052	-0.59548237	-1.383223781	5.18418052	-6.136132472
0.183333333	1	-17.46587255	-10.56846504	-0.552811408	-1.418999007	5.33437268	-5.813077532
0.191666667	1	-17.88487183	-11.73050836	-0.498545592	-1.45768604	5.8338452	-5.25713764
0.2	1	-18.23607199	-12.86398063	-0.44450751	-1.510322746	6.1616974	-4.792719108
0.208333333	1	-18.62593682	-14.08966566	-0.392084554	-1.551859202	6.66634636	-4.704761972
0.216666667	1	-18.91431648	-15.44686977	-0.340540344	-1.588550732	6.64206912	-4.096364404
0.225	1	-19.20563582	-16.90640678	-0.2873975	-1.622859736	6.96193708	-3.595210368
0.233333333	1	-19.42629532	-18.32776105	-0.21949409	-1.654237106	7.2480134	-3.37469672
0.241666667	1	-19.58757355	-19.67326202	-0.166442136	-1.66250426	7.20974656	-2.9167396
0.25	1	-19.67305949	-20.97827931	-0.096410656	-1.690083264	7.02208492	-2.34444624
0.258333333	1	-19.72340727	-22.36085119	-0.029683884	-1.720594038	6.67486068	-1.52675896
0.266666667	1	-19.74652716	-23.75939107	0.019946984	-1.734387712	6.61128004	-1.69108944
0.275	1	-19.6876891	-25.3568231	0.063706746	-1.740082048	6.2213078	-1.29551936
0.283333333	1	-19.57471474	-26.93073124	0.114248944	-1.730575054	5.80557768	-0.97422996
0.291666667	1	-19.48783863	-28.34520058	0.164121866	-1.747058732	5.70166512	-0.80018284
0.3	1	-19.35452576	-29.67868955	0.214654734	-1.754859232	5.51478476	-0.98642196
0.308333333	1	-19.15216255	-31.01372646	0.260595	-1.769305536	5.19778532	-1.35515976
0.316666667	1	-18.92591783	-32.49468473	0.30503024	-1.774396854	4.89780344	-1.0739098
0.325	1	-18.61441543	-34.13111926	0.339445984	-1.789403146	4.49621684	-0.89759928
0.333333333	1	-18.27173974	-35.77725892	0.37413821	-1.798333042	4.03200664	-0.77696692
0.341666667	1	-17.96268743	-37.21718485	0.409012038	-1.800754222	3.93528944	-0.95036128
0.35	1	-17.65729584	-38.62570528	0.439465576	-1.799739196	3.65727912	-0.67083792
0.358333333	1	-17.2814715	-40.00539167	0.462195332	-1.808153882	3.34529292	-0.7461732
0.366666667	1	-16.88085764	-41.49845584	0.501794712	-1.821914918	3.169009	-0.85966284
0.375	1	-16.41708755	-43.12981524	0.52230994	-1.822945042	3.08107368	-1.0127866
0.383333333	1	-15.96076308	-44.81802833	0.541402856	-1.835641702	3.10986404	-1.1083794
0.391666667	1	-15.45371387	-46.32675944	0.567462488	-1.843737364	2.82849704	-0.97542732
0.4	1	-15.04574614	-47.74043049	0.59351926	-1.850378526	2.86924616	-1.16417472
