#gold
#conc(uM)		Shift(deg)	
0				0.0000
1e-8			0.0064
1e-6			-0.0408
1e-4			-0.0448
1e-3			-0.0102
5e-3			0.0130
1e-2			0.0292


#CDs						FWHM	DA		SNR
0				0.0000		1.8065	0.5536	0.00000
1e-8			0.0308		1.7999	0.5556	0.01711
1e-6			0.0760		1.7955	0.5569	0.04233
1e-4			0.0822		1.7561	0.5694	0.04681
1e-3			0.1036		1.7339	0.5767	0.05975
5e-3			0.1032		1.6619	0.6017	0.06210
1e-2			0.1106		1.6945	0.5901	0.06527
